qosItems_LA,qosItems_PLLP,qosItems_PLRP,qosItems_JI,qosItems_ST,qosItems_LCT,qosItems_RCT,qosItems_MT,qosItems_UD,qosItems_NI,qosItems_TT,qosItems_TURN_TT,qosItems_IPR_Subnet_L2,qosItems_IPL_Subnet_L2,meanOpinionScore
22.0,0.035893753,1.2409201,6.0,opus,srflx,srflx,audio,iOS,wlan,udp,,185.149.0,94.214.0,3.55
17.0,0.0,4.1186795,5.0,PCMA,srflx,host,audio,iOS,wlan,udp,,212.159.0,86.93.0,3.11
1.0,0.0,0.0,2.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
1.0,0.0,0.0,2.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
82.0,0.0,11.133967,19.0,PCMA,srflx,host,audio,Win32,lan,udp,,212.159.0,185.149.0,2.07
17.0,0.0034366623,1.9905019,3.0,opus,srflx,host,audio,Win32,lan,udp,,212.159.0,185.149.0,3.23
41.0,0.0,0.0,,,relay,host,audio,Win32,lan,udp,tls,212.159.0,34.90.0,
16.0,0.005859604,0.0068797083,4.0,opus,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.18
22.0,0.0,0.0,,,relay,host,audio,Win32,lan,udp,tls,212.159.0,34.77.0,
20.0,0.0,0.0,2.0,PCMA,relay,host,audio,iOS,wlan,udp,udp,212.159.0,34.90.0,4.09
21.0,0.0,0.0,,,relay,host,audio,iOS,wlan,udp,udp,212.159.0,34.90.0,
18.0,0.0,0.0,,,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,
21.0,0.0,0.0,,,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,
5.0,0.0,0.0,,,prflx,srflx,video,Win32,lan,udp,,34.90.0,185.149.0,
6.0,0.0,0.0,2.0,opus,prflx,srflx,audio,Win32,lan,udp,,34.90.0,185.149.0,4.19
5.0,0.0,0.0,,,prflx,srflx,video,Win32,lan,udp,,34.90.0,185.149.0,
5.0,0.0,0.0,,,prflx,srflx,screen share,Win32,lan,udp,,34.90.0,185.149.0,
18.0,0.0,0.0,1.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
7.0,0.0,0.0,2.0,opus,prflx,srflx,audio,Win32,lan,udp,,34.90.0,185.149.0,4.18
7.0,0.0,0.0,,,prflx,srflx,video,Win32,lan,udp,,34.90.0,185.149.0,
7.0,0.0,0.0,,,prflx,srflx,screen share,Win32,lan,udp,,34.90.0,185.149.0,
19.0,0.0,0.0,1.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
27.0,0.0,0.0,,,prflx,srflx,video,Android,wwan,udp,,34.77.0,84.241.0,
28.0,0.0,0.0,,,prflx,srflx,screen share,Android,wwan,udp,,34.77.0,84.241.0,
26.0,0.0,0.0,3.0,opus,prflx,srflx,audio,Android,wwan,udp,,34.77.0,84.241.0,4.18
6.0,0.0,0.0,,,prflx,srflx,screen share,Win32,lan,udp,,34.77.0,185.149.0,
5.0,0.0,0.0,,,prflx,srflx,video,Win32,lan,udp,,34.77.0,185.149.0,
5.0,0.0,0.0010246321,0.0,opus,prflx,srflx,audio,Win32,lan,udp,,34.77.0,185.149.0,4.19
6.0,0.0,0.0,3.0,opus,prflx,srflx,audio,Win32,lan,udp,,34.77.0,185.149.0,4.18
20.0,0.0029079067,0.0040959683,7.0,opus,srflx,srflx,audio,Android,wlan,udp,,34.77.0,213.10.0,4.18
13.0,0.0,0.0,,,relay,srflx,screen share,Android,wlan,udp,udp,34.77.0,34.77.0,
6.0,0.0,0.0,,,prflx,srflx,video,Win32,lan,udp,,34.77.0,185.149.0,
14.0,0.0,0.0,,,relay,srflx,video,Android,wlan,udp,tls,34.77.0,34.77.0,
6.0,0.0,0.0010455876,0.0,opus,prflx,srflx,audio,Win32,lan,udp,,34.77.0,185.149.0,4.19
5.0,0.0,0.0,,,prflx,srflx,screen share,Win32,lan,udp,,34.77.0,185.149.0,
5.0,0.0,0.0,,,prflx,srflx,video,Win32,lan,udp,,34.77.0,185.149.0,
6.0,0.0,0.0,,,prflx,srflx,screen share,Win32,lan,udp,,34.77.0,185.149.0,
40.0,0.0,0.0,,,srflx,srflx,video,Android,wlan,udp,,34.77.0,83.128.0,
30.0,0.0,0.044041853,18.0,opus,srflx,srflx,audio,Android,wlan,udp,,34.77.0,83.128.0,4.15
43.0,0.0,0.0,,,srflx,srflx,screen share,Android,wlan,udp,,34.77.0,83.128.0,
18.0,0.0,0.0,,,relay,srflx,screen share,iOS,wlan,udp,udp,34.77.0,34.77.0,
20.0,0.0,0.0,,,srflx,srflx,video,iOS,wlan,udp,,34.77.0,217.62.0,
21.0,0.006146659,0.0,0.0,opus,srflx,srflx,audio,iOS,wlan,udp,,34.77.0,217.62.0,4.18
18.0,0.014253136,0.012591287,1.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
18.0,0.020132067,0.0020133688,1.0,PCMA,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
15.0,0.0,0.66021127,18.0,PCMA,srflx,host,audio,iOS,wlan,udp,,212.159.0,86.87.0,3.91
35.0,0.0,0.29951328,21.0,PCMA,relay,host,audio,iOS,wlan,udp,udp,212.159.0,34.77.0,3.99
16.0,0.0,0.0,1.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
16.0,0.0,0.010490978,1.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
20.0,0.0,0.0,1.0,PCMU,relay,host,audio,Win32,lan,udp,udp,212.159.0,34.77.0,4.09
18.0,0.042838227,0.0,1.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
21.0,0.5608974,0.0,6.0,opus,srflx,srflx,audio,Win32,lan,udp,,94.214.0,185.149.0,4.18
17.0,0.0,0.8045977,6.0,PCMU,srflx,host,audio,iOS,wlan,udp,,212.159.0,77.164.0,3.88
27.0,0.0,0.5608974,6.0,opus,relay,relay,audio,iOS,wlan,udp,tcp,34.77.0,34.77.0,3.88
58.0,0.041347943,0.0,3.0,opus,relay,srflx,audio,Win32,lan,udp,udp,84.31.0,34.77.0,4.17
29.0,0.0,0.062009096,9.0,opus,srflx,relay,audio,iOS,wlan,udp,,34.77.0,84.31.0,4.14
1.0,0.0,0.0,3.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
0.0,0.0,0.0,3.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
24.0,0.0,0.024257125,15.0,opus,srflx,srflx,audio,iOS,wlan,udp,,185.149.0,94.214.0,4.16
24.0,0.024254184,0.0,11.0,opus,srflx,srflx,audio,Win32,lan,udp,,94.214.0,185.149.0,4.18
21.0,0.0,0.0,6.0,opus,srflx,srflx,audio,Win32,lan,udp,,83.82.0,185.149.0,4.18
25.0,0.0,0.0,5.0,opus,relay,relay,audio,iOS,wlan,udp,tcp,34.90.0,34.90.0,4.18
17.0,0.0,0.0,3.0,opus,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.18
16.0,0.0,0.0,5.0,opus,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.18
0.0,0.0,0.0,1.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
1.0,0.0,0.0,3.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
0.0,0.0,0.0,3.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
0.0,0.0,0.0,2.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
19.0,0.0,2.1226416,19.0,PCMA,relay,host,audio,Win32,lan,udp,udp,212.159.0,34.77.0,3.53
1.0,0.0,0.0,3.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
1.0,0.0,0.0,0.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
0.0,0.0,0.0,3.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
1.0,0.0,0.0,2.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
0.0,0.0,0.0,,VP8,host,host,video,Win32,lan,udp,,10.10.0,10.10.0,
1.0,0.0,0.0,,,host,host,screen share,Win32,lan,udp,,10.10.0,10.10.0,
0.0,0.0,0.0,2.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
0.0,0.0,0.0,4.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
0.0,0.0,0.0,2.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
0.0,0.0,0.0,2.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
23.0,0.1626457,5.4545455,4.0,PCMU,srflx,host,audio,iOS,wlan,udp,,212.159.0,80.115.0,2.86
0.0,0.0,0.0,3.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
1.0,0.0,0.0,3.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
18.0,0.0,0.0,1.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
73.0,0.0,4.591837,7.0,opus,relay,host,audio,iOS,wwan,udp,udp,212.159.0,34.77.0,2.46
30.0,0.0,3.4530387,7.0,opus,srflx,host,audio,iOS,wlan,udp,,212.159.0,86.87.0,2.74
68.0,0.0,0.0,,,srflx,srflx,screen share,iOS,wwan,udp,,34.77.0,109.37.0,
68.0,0.03056079,0.0,5.0,opus,srflx,srflx,audio,iOS,wwan,udp,,34.77.0,109.37.0,4.17
64.0,0.0,0.0,,,srflx,srflx,video,iOS,wwan,udp,,34.77.0,109.37.0,
26.0,0.0,0.0,2.0,opus,srflx,host,audio,iOS,wlan,udp,,212.159.0,80.115.0,4.18
0.0,0.0,0.0,,,host,host,screen share,Win32,lan,udp,,10.10.0,10.10.0,
1.0,0.0,0.0,,VP8,host,host,video,Win32,lan,udp,,10.10.0,10.10.0,
0.0,0.0,0.0,1.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
0.0,0.0,0.0,2.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
26.0,0.0,0.0,5.0,PCMA,relay,host,audio,iOS,wlan,udp,udp,212.159.0,34.77.0,4.08
29.0,0.0,0.0,,,relay,host,audio,iOS,wlan,udp,udp,212.159.0,34.77.0,
0.0,0.0,0.0,3.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
0.0,0.0,0.0,2.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
19.0,0.0,0.0,1.0,PCMA,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
23.0,0.0,4.2738094,2.0,PCMU,relay,host,audio,Android,wlan,udp,udp,212.159.0,34.90.0,3.08
17.0,0.0,0.0,1.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
40.0,0.14894444,0.0,10.0,opus,relay,srflx,audio,Win32,lan,udp,udp,94.211.0,34.77.0,4.17
25.0,0.0,0.1489348,10.0,opus,srflx,relay,audio,Android,wlan,udp,,34.77.0,94.211.0,4.1
28.0,0.0,0.0,0.0,PCMA,relay,host,audio,Android,wlan,udp,udp,212.159.0,34.90.0,4.09
28.0,0.0,0.0,,,relay,host,audio,Android,wlan,udp,udp,212.159.0,34.90.0,
5.0,0.0,0.0,,,srflx,srflx,screen share,Win32,lan,udp,,34.90.0,185.149.0,
5.0,0.0,0.0,0.0,opus,srflx,srflx,audio,Win32,lan,udp,,34.90.0,185.149.0,4.19
5.0,0.0,0.0,,,srflx,srflx,video,Win32,lan,udp,,34.90.0,185.149.0,
6.0,0.0,0.0,,,prflx,srflx,video,Win32,lan,udp,,34.77.0,185.149.0,
6.0,0.0,0.0,1.0,opus,prflx,srflx,audio,Win32,lan,udp,,34.77.0,185.149.0,4.19
6.0,0.0,0.0,,,srflx,srflx,video,Win32,lan,udp,,34.77.0,185.149.0,
6.0,0.0,0.0,0.0,opus,srflx,srflx,audio,Win32,lan,udp,,34.77.0,185.149.0,4.19
16.0,0.0,0.012295586,0.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
108.0,0.0,29.36747,7.0,PCMA,relay,host,audio,Android,wlan,udp,tcp,212.159.0,34.90.0,1.28
5.0,0.0,0.0,0.0,opus,srflx,srflx,audio,Win32,lan,udp,,34.90.0,185.149.0,4.19
6.0,0.0,0.0,,,srflx,srflx,video,Win32,lan,udp,,34.90.0,185.149.0,
5.0,0.0,0.0,,,srflx,srflx,screen share,Win32,lan,udp,,34.90.0,185.149.0,
13.0,0.0,5.1762114,3.0,PCMA,srflx,host,audio,Win32,lan,udp,,212.159.0,185.149.0,2.92
0.0,0.0,0.0,4.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
2.0,0.0,0.0,4.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
6.0,0.0,0.0,,,srflx,srflx,screen share,Win32,lan,udp,,34.90.0,185.149.0,
6.0,0.0,0.0,,,srflx,srflx,video,Win32,lan,udp,,34.90.0,185.149.0,
5.0,0.0,0.0,0.0,opus,srflx,srflx,audio,Win32,lan,udp,,34.90.0,185.149.0,4.19
5.0,0.0,0.0,,,srflx,srflx,video,Win32,lan,udp,,34.90.0,185.149.0,
5.0,0.0,0.0,,,srflx,srflx,screen share,Win32,lan,udp,,34.90.0,185.149.0,
5.0,0.0,0.0,0.0,opus,srflx,srflx,audio,Win32,lan,udp,,34.90.0,185.149.0,4.19
14.0,0.0,0.0,,,srflx,srflx,video,Android,wlan,udp,,34.90.0,82.170.0,
15.0,0.26768643,0.0,9.0,opus,srflx,srflx,audio,Android,wlan,udp,,34.90.0,82.170.0,4.18
20.0,0.0,0.0,,,relay,srflx,screen share,Android,wlan,udp,tls,34.90.0,34.90.0,
0.0,0.0,0.0,4.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
1.0,0.0,0.0,2.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
9.0,0.0,0.033990484,3.0,opus,host,host,audio,Win32,lan,udp,,192.168.0,10.10.0,4.17
9.0,0.0339213,0.0,1.0,opus,host,host,audio,iOS,wlan,udp,,10.10.0,192.168.0,4.18
7.0,0.0,1.3824885,15.0,PCMA,srflx,host,audio,Win32,lan,udp,,212.159.0,185.149.0,3.73
3.0,0.0,0.0,3.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
0.0,0.0,0.0,2.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
65.0,0.0,3.2623756,15.0,PCMA,relay,host,audio,iOS,wwan,udp,udp,212.159.0,34.77.0,3.25
16.0,0.0,0.009434853,3.0,opus,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.18
27.0,0.009428625,2.4550128,2.0,opus,relay,host,audio,Win32,lan,udp,udp,212.159.0,34.77.0,3.05
17.0,0.0,0.0,0.0,PCMA,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
19.0,0.0,0.61826026,2.0,PCMA,relay,host,audio,Win32,lan,udp,udp,212.159.0,34.77.0,3.93
7.0,0.0,0.0,,,srflx,host,audio,Win32,lan,udp,,212.159.0,185.149.0,
114.0,0.0,0.0,,,relay,host,audio,Win32,lan,udp,udp,212.159.0,34.77.0,
18.0,0.0,0.5514706,7.0,opus,srflx,host,audio,iOS,wlan,udp,,212.159.0,77.162.0,3.89
16.0,0.0,0.0,6.0,opus,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.18
15.0,0.0,0.0,1.0,PCMA,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
32.0,0.0,0.0,,,srflx,host,audio,Win32,lan,udp,,212.159.0,185.149.0,
15.0,0.0,0.0,4.0,opus,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.18
21.0,0.0,1.2728393,3.0,opus,relay,host,audio,Win32,lan,udp,udp,212.159.0,34.77.0,3.53
17.0,0.0,0.0,3.0,opus,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.18
17.0,0.0,0.0,3.0,opus,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.18
18.0,0.0,0.0,3.0,opus,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.18
20.0,0.0,0.0,5.0,opus,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.18
16.0,0.103369854,0.7352941,23.0,opus,srflx,host,audio,iOS,wlan,udp,,212.159.0,77.175.0,3.79
15.0,0.0,0.10351967,31.0,opus,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.12
6.0,0.0,1.391255,12.0,opus,srflx,host,audio,Win32,lan,udp,,212.159.0,185.149.0,3.48
59.0,0.9157509,0.96113664,6.0,opus,relay,host,audio,iOS,wwan,udp,udp,212.159.0,34.90.0,3.67
17.0,0.0,0.0,17.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.07
30.0,0.0,0.5544355,8.0,PCMA,relay,host,audio,Android,wlan,udp,tcp,212.159.0,34.90.0,3.94
51.0,0.0,0.0,3.0,PCMA,relay,host,audio,iOS,wwan,udp,udp,212.159.0,34.90.0,4.07
50.0,0.0,0.0,,,relay,host,audio,iOS,wwan,udp,udp,212.159.0,34.90.0,
25.0,0.0,0.0,2.0,opus,srflx,host,audio,iOS,wlan,udp,,212.159.0,77.175.0,4.18
7.0,0.0,0.0,4.0,opus,host,host,audio,Android,wlan,udp,,10.10.0,192.168.0,4.18
7.0,0.0,0.0,2.0,opus,host,host,audio,Win32,lan,udp,,192.168.0,10.10.0,4.18
16.0,0.0,0.0,3.0,opus,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.18
13.0,0.0,0.14545454,3.0,opus,relay,host,audio,Win32,lan,udp,udp,212.159.0,34.90.0,4.11
27.0,0.094295144,0.06677053,5.0,opus,srflx,srflx,audio,iOS,wlan,udp,,84.83.0,213.127.0,4.14
43.0,0.06671114,0.094295144,6.0,opus,srflx,srflx,audio,iOS,wlan,udp,,213.127.0,84.83.0,4.13
5.0,0.0,0.0,2.0,opus,srflx,srflx,audio,Win32,lan,udp,,34.90.0,185.149.0,4.19
5.0,0.0,0.0,,,srflx,srflx,video,Win32,lan,udp,,34.90.0,185.149.0,
0.0,0.0,0.0,,VP8,host,host,video,Win32,lan,udp,,10.10.0,10.10.0,
0.0,0.0,0.0,2.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
0.0,0.0,0.0,2.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
0.0,0.0,0.0,,,host,host,screen share,Win32,lan,udp,,10.10.0,10.10.0,
10.0,0.0,0.0,1.0,opus,srflx,srflx,audio,Win32,lan,udp,,34.90.0,185.149.0,4.18
10.0,0.0,0.0,,,srflx,srflx,video,Win32,lan,udp,,34.90.0,185.149.0,
0.0,0.0,0.0,10.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.18
0.0,0.0,0.0,3.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
27.0,0.0,0.0,9.0,PCMU,relay,host,audio,Android,wlan,udp,udp,212.159.0,34.90.0,4.08
19.0,0.0,0.0,0.0,PCMA,srflx,host,audio,iOS,wlan,udp,,212.159.0,84.81.0,4.09
0.0,0.0,0.0,4.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
1.0,0.0,0.0,3.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
17.0,0.0,0.0,0.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
15.0,0.0,0.0,1.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
15.0,0.0,0.0,0.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.1
16.0,0.0,0.0,1.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
16.0,0.0,0.0,1.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
17.0,0.0,0.06880734,0.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.08
36.0,0.00082246313,0.0064713876,8.0,opus,srflx,srflx,audio,Win32,lan,udp,,109.37.0,185.149.0,4.17
41.0,0.0064714258,0.00082246313,2.0,opus,srflx,srflx,audio,iOS,wwan,udp,,185.149.0,109.37.0,4.18
23.0,0.0,0.5186722,1.0,PCMA,relay,host,audio,iOS,wlan,udp,udp,212.159.0,34.90.0,3.96
17.0,0.0,0.0,4.0,opus,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.18
5.0,0.0,0.5221932,3.0,opus,srflx,host,audio,Win32,lan,udp,,212.159.0,185.149.0,3.91
15.0,0.15552099,0.025297243,2.0,opus,relay,host,audio,Win32,lan,udp,udp,212.159.0,34.90.0,4.17
18.0,0.0,0.0,4.0,opus,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,
50.0,0.06199628,1.8887722,9.0,opus,relay,host,audio,Android,wlan,udp,udp,212.159.0,34.77.0,3.25
63.0,0.18867925,0.55796653,14.0,opus,srflx,host,audio,iOS,wlan,udp,,212.159.0,80.115.0,3.87
16.0,0.0,0.0,3.0,opus,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.18
14.0,0.0,0.65466446,2.0,opus,relay,host,audio,Win32,lan,udp,udp,212.159.0,34.90.0,3.84
17.0,0.0,0.0,0.0,PCMA,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
18.0,0.0,0.0,1.0,PCMA,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
1.0,0.0,0.0,1.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
46.0,0.0,0.0,,,srflx,host,audio,Win32,lan,udp,,212.159.0,185.149.0,
1.0,0.0,0.0,,,host,host,screen share,Win32,lan,udp,,10.10.0,10.10.0,
1.0,0.0,0.0,,VP8,host,host,video,Win32,lan,udp,,10.10.0,10.10.0,
2.0,0.0,0.0,1.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
0.0,0.0,0.0,2.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
0.0,0.0,0.0,1.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
15.0,0.0,0.0,,,host,host,screen share,Win32,lan,udp,,192.168.0,10.10.0,
15.0,0.0,0.0,3.0,opus,host,host,audio,Win32,lan,udp,,192.168.0,10.10.0,4.18
11.0,0.0,0.0,,VP8,host,host,video,iOS,wlan,udp,,10.10.0,192.168.0,
11.0,0.0,0.0,1.0,opus,host,host,audio,iOS,wlan,udp,,10.10.0,192.168.0,4.18
8.0,0.0,0.0,4.0,opus,host,host,audio,iOS,wlan,udp,,10.10.0,192.168.0,4.18
8.0,0.0,0.0,3.0,opus,host,host,audio,Win32,lan,udp,,192.168.0,10.10.0,4.18
26.0,0.30923086,0.05143655,6.0,opus,srflx,srflx,audio,iOS,wlan,udp,,80.115.0,195.35.0,4.15
26.0,0.05144789,0.30959752,4.0,opus,srflx,srflx,audio,iOS,wlan,udp,,195.35.0,80.115.0,4.02
0.0,0.0,0.0,0.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.18
0.0,0.0,0.0,2.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
18.0,0.0,0.0,1.0,PCMA,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
20.0,0.0,0.0,,,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,
26.0,0.23419204,0.043346338,18.0,opus,relay,srflx,audio,Win32,lan,udp,udp,80.115.0,34.77.0,4.15
30.0,0.043346338,0.23419204,5.0,opus,srflx,relay,audio,iOS,wlan,udp,,34.77.0,80.115.0,4.05
18.0,0.0,0.74092835,2.0,PCMU,srflx,host,audio,iOS,wlan,udp,,212.159.0,94.214.0,3.9
17.0,0.9174312,0.0,1.0,PCMA,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
16.0,0.0,0.0,,,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,
17.0,0.0,0.0,1.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
16.0,0.0,0.0039208,1.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
20.0,0.0,0.24980089,3.0,opus,relay,host,audio,iOS,wlan,udp,udp,212.159.0,34.90.0,4.05
29.0,0.0,0.19676799,17.0,opus,relay,host,audio,Win32,lan,udp,tcp,212.159.0,34.90.0,4.07
0.0,0.0,0.0,1.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
0.0,0.0,0.0,2.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
17.0,0.0,0.0,1.0,PCMA,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
15.0,0.0,0.0,0.0,PCMA,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.1
18.0,0.0,0.0,2.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
17.0,0.0,0.0,1.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
19.0,0.0,3.125,7.0,PCMA,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,3.32
15.0,0.0,0.0,0.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.1
47.0,0.0,0.46780586,2.0,PCMU,relay,host,audio,Android,wwan,udp,udp,212.159.0,34.90.0,3.96
15.0,0.03774772,0.020973155,4.0,opus,srflx,srflx,audio,Win32,lan,udp,,80.114.0,185.149.0,4.17
17.0,0.020973554,0.037751283,3.0,opus,srflx,srflx,audio,iOS,wlan,udp,,185.149.0,80.114.0,4.16
54.0,0.0,0.092890315,2.0,PCMU,relay,host,audio,iOS,wlan,udp,udp,212.159.0,34.77.0,4.05
11.0,0.0,0.0,3.0,PCMA,srflx,host,audio,iOS,wlan,udp,,212.159.0,83.128.0,4.09
11.0,0.0,0.0,,,srflx,host,audio,iOS,wlan,udp,,212.159.0,83.128.0,
11.0,0.0,0.0,1.0,PCMU,srflx,host,audio,iOS,wlan,udp,,212.159.0,83.128.0,4.1
34.0,0.0,0.0,6.0,opus,relay,relay,audio,Android,wwan,udp,tcp,34.77.0,34.77.0,4.18
33.0,0.0,0.0,2.0,opus,relay,prflx,audio,Win32,lan,udp,udp,NA.0,34.77.0,4.18
60.0,0.0,0.52401745,4.0,opus,relay,host,audio,Android,wwan,udp,udp,212.159.0,34.77.0,3.9
17.0,0.0,0.0,5.0,opus,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.18
17.0,0.0,0.0,1.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
57.0,0.0,0.13227513,15.0,PCMA,relay,host,audio,Android,wwan,udp,udp,212.159.0,34.77.0,4.02
16.0,0.0,0.0,1.0,PCMU,prflx,host,audio,Win32,lan,udp,,156.150.0,159.46.0,4.09
0.0,0.0,0.0,1.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.19
0.0,0.0,0.0,0.0,opus,host,host,audio,Win32,lan,udp,,10.10.0,10.10.0,4.18
